Labels,0310_LIFETIME_AAN155_1e-7_EPL375_100KHz_5micro_1024ch_30min_slit2_emi620_5min Argon,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,4995.117200,
Step,4.8828125,
Fixed/Offset, ,
XAxis,Time(ns),
YAxis,Counts,

4121.093800,5.00000000E+0,
4125.976600,1.50000000E+1,
4130.859400,7.00000000E+0,
4135.742200,6.00000000E+0,
4140.625000,8.00000000E+0,
4145.507800,1.20000000E+1,
4150.390600,1.10000000E+1,
4155.273400,4.00000000E+0,
4160.156300,1.20000000E+1,
4165.039100,7.00000000E+0,
4169.921900,9.00000000E+0,
4174.804700,3.00000000E+0,
4179.687500,4.00000000E+0,
4184.57000,1.10000000E+1,
4189.453100,1.10000000E+1,
4194.335900,8.00000000E+0,
4199.218800,4.00000000E+0,
4204.101600,1.00000000E+1,
4208.984400,6.00000000E+0,
4213.867200,8.00000000E+0,
4218.75000,1.10000000E+1,
4223.632800,9.00000000E+0,
4228.515600,5.00000000E+0,
4233.398400,5.00000000E+0,
4238.281300,9.00000000E+0,
4243.164100,4.00000000E+0,
4248.046900,1.00000000E+1,
4252.93000,1.10000000E+1,
4257.812500,1.10000000E+1,
4262.695300,6.00000000E+0,
4267.578100,8.00000000E+0,
4272.460900,6.00000000E+0,
4277.343800,4.00000000E+0,
4282.226600,5.00000000E+0,
4287.109400,1.00000000E+1,
4291.992200,5.00000000E+0,
4296.875000,4.00000000E+0,
4301.757800,9.00000000E+0,
4306.640600,7.00000000E+0,
4311.523400,7.00000000E+0,
4316.406300,4.00000000E+0,
4321.289100,1.10000000E+1,
4326.171900,7.00000000E+0,
4331.054700,8.00000000E+0,
4335.937500,8.00000000E+0,
4340.82000,5.00000000E+0,
4345.703100,8.00000000E+0,
4350.585900,9.00000000E+0,
4355.468800,7.00000000E+0,
4360.351600,2.00000000E+0,
4365.234400,5.00000000E+0,
4370.117200,3.00000000E+0,
4375.000,6.00000000E+0,
4379.882800,4.00000000E+0,
4384.765600,5.00000000E+0,
4389.648400,5.00000000E+0,
4394.531300,6.00000000E+0,
4399.414100,1.30000000E+1,
4404.296900,3.00000000E+0,
4409.18000,6.00000000E+0,
4414.062500,7.00000000E+0,
4418.945300,1.00000000E+1,
4423.828100,1.00000000E+1,
4428.710900,7.00000000E+0,
4433.593800,7.00000000E+0,
4438.476600,7.00000000E+0,
4443.359400,1.00000000E+1,
4448.242200,1.20000000E+1,
4453.125000,7.00000000E+0,
4458.007800,7.00000000E+0,
4462.890600,6.00000000E+0,
4467.773400,1.00000000E+1,
4472.656300,8.00000000E+0,
4477.539100,2.00000000E+0,
4482.421900,7.00000000E+0,
4487.304700,1.60000000E+1,
4492.187500,5.00000000E+0,
4497.07000,5.00000000E+0,
4501.953100,8.00000000E+0,
4506.835900,4.00000000E+0,
4511.718800,7.00000000E+0,
4516.601600,9.00000000E+0,
4521.484400,8.00000000E+0,
4526.367200,4.00000000E+0,
4531.25000,7.00000000E+0,
4536.132800,6.00000000E+0,
4541.015600,8.00000000E+0,
4545.898400,8.00000000E+0,
4550.781300,3.00000000E+0,
4555.664100,9.00000000E+0,
4560.546900,9.00000000E+0,
4565.43000,8.00000000E+0,
4570.312500,4.00000000E+0,
4575.195300,4.00000000E+0,
4580.078100,1.00000000E+1,
4584.960900,1.00000000E+1,
4589.843800,5.00000000E+0,
4594.726600,5.00000000E+0,
4599.609400,5.00000000E+0,
4604.492200,9.00000000E+0,
4609.375000,7.00000000E+0,
4614.257800,5.00000000E+0,
4619.140600,1.00000000E+1,
4624.023400,5.00000000E+0,
4628.906300,1.20000000E+1,
4633.789100,4.00000000E+0,
4638.671900,4.00000000E+0,
4643.554700,9.00000000E+0,
4648.437500,6.00000000E+0,
4653.32000,8.00000000E+0,
4658.203100,1.00000000E+1,
4663.085900,8.00000000E+0,
4667.968800,9.00000000E+0,
4672.851600,1.10000000E+1,
4677.734400,5.00000000E+0,
4682.617200,5.00000000E+0,
4687.5000,5.00000000E+0,
4692.382800,6.00000000E+0,
4697.265600,6.00000000E+0,
4702.148400,6.00000000E+0,
4707.031300,9.00000000E+0,
4711.914100,7.00000000E+0,
4716.796900,1.00000000E+1,
4721.68000,5.00000000E+0,
4726.562500,6.00000000E+0,
4731.445300,6.00000000E+0,
4736.328100,6.00000000E+0,
4741.210900,1.00000000E+1,
4746.093800,5.00000000E+0,
4750.976600,1.10000000E+1,
4755.859400,7.00000000E+0,
4760.742200,8.00000000E+0,
4765.625000,4.00000000E+0,
4770.507800,5.00000000E+0,
4775.390600,4.00000000E+0,
4780.273400,5.00000000E+0,
4785.156300,8.00000000E+0,
4790.039100,6.00000000E+0,
4794.921900,4.00000000E+0,
4799.804700,5.00000000E+0,
4804.687500,5.00000000E+0,
4809.57000,8.00000000E+0,
4814.453100,6.00000000E+0,
4819.335900,1.10000000E+1,
4824.218800,8.00000000E+0,
4829.101600,7.00000000E+0,
4833.984400,7.00000000E+0,
4838.867200,6.00000000E+0,
4843.75000,7.00000000E+0,
4848.632800,6.00000000E+0,
4853.515600,1.20000000E+1,
4858.398400,9.00000000E+0,
4863.281300,2.00000000E+0,
4868.164100,4.00000000E+0,
4873.046900,1.10000000E+1,
4877.93000,8.00000000E+0,
4882.812500,9.00000000E+0,
4887.695300,5.00000000E+0,
4892.578100,6.00000000E+0,
4897.460900,8.00000000E+0,
4902.343800,9.00000000E+0,
4907.226600,6.00000000E+0,
4912.109400,5.00000000E+0,
4916.992200,6.00000000E+0,
4921.875000,6.00000000E+0,
4926.757800,8.00000000E+0,
4931.640600,6.00000000E+0,
4936.523400,5.00000000E+0,
4941.406300,7.00000000E+0,
4946.289100,7.00000000E+0,
4951.171900,4.00000000E+0,
4956.054700,4.00000000E+0,
4960.937500,9.00000000E+0,
4965.82000,1.00000000E+1,
4970.703100,5.00000000E+0,
4975.585900,8.00000000E+0,
4980.468800,5.00000000E+0,
4985.351600,8.00000000E+0,
4990.234400,1.00000000E+0,
4995.117200,1.30000000E+1,
